"","Year","Council","","Man / Boy","Woman / Girl","Identified in another way","Refused","16-34","35-59","60 plus","All"
"1053","2014","South Lanarkshire","Base","180","230","-","-","100","160","150","410"
"1054","2014","Stirling","Base","120","140","-","-","50","120","90","250"
"1055","2014","West Dunbartonshire","Base","130","150","-","-","70","110","100","280"
"1056","2014","West Lothian","Base","100","100","-","-","40","90","70","200"
"1057","2015","Aberdeen City","Walking (at least 30 min)","71.7","76.5","-","-","76","80","60.5","74.1"
"1058","2015","Aberdeenshire","Walking (at least 30 min)","73.2","74.1","-","-","74.6","80","63.7","73.7"
"1059","2015","Angus","Walking (at least 30 min)","66.5","72.4","-","-","*","75.2","65.7","69.5"
"1060","2015","Argyll & Bute","Walking (at least 30 min)","54.2","63.8","-","-","*","73.2","50.1","59.1"
"1061","2015","Clackmannanshire","Walking (at least 30 min)","67.9","62","-","-","*","74.4","54.9","64.9"
"1062","2015","Dumfries & Galloway","Walking (at least 30 min)","66.2","64","-","-","*","69.2","60.2","65.1"
"1063","2015","Dundee City","Walking (at least 30 min)","69.8","70","-","-","74.8","76.9","53.7","69.9"
"1064","2015","East Ayrshire","Walking (at least 30 min)","57.6","67.6","-","-","*","73","59.2","62.8"
"1065","2015","East Dunbartonshire","Walking (at least 30 min)","70.8","78.2","-","-","*","70.5","67.6","74.7"
"1066","2015","East Lothian","Walking (at least 30 min)","72.5","75.8","-","-","*","85.5","63.2","74.3"
"1067","2015","East Renfrewshire","Walking (at least 30 min)","73.2","75.3","-","-","*","81.7","69","74.3"
"1068","2015","Edinburgh, City of","Walking (at least 30 min)","82","82.8","-","-","85.9","84","74.7","82.4"
"1069","2015","Falkirk","Walking (at least 30 min)","68.4","67.1","-","-","73","74.8","50.7","67.7"
"1070","2015","Fife","Walking (at least 30 min)","63.8","70","-","-","67","71","61.5","67"
"1071","2015","Glasgow City","Walking (at least 30 min)","60.4","63.2","-","-","66.7","65.7","46.3","61.9"
"1072","2015","Highland","Walking (at least 30 min)","74.7","69.7","-","-","*","74.8","61.9","72.1"
"1073","2015","Inverclyde","Walking (at least 30 min)","64","63.7","-","-","*","69","52.8","63.8"
"1074","2015","Midlothian","Walking (at least 30 min)","74.5","73.3","-","-","*","77.9","59.4","73.9"
"1075","2015","Moray","Walking (at least 30 min)","72","73.3","-","-","*","82.6","68.9","72.6"
"1076","2015","Na h-Eileanan Siar","Walking (at least 30 min)","71.5","75.9","-","-","*","78.3","66.1","73.7"
"1077","2015","North Ayrshire","Walking (at least 30 min)","53.9","63.9","-","-","60.3","63","53.5","59.2"
"1078","2015","North Lanarkshire","Walking (at least 30 min)","54.3","66.6","-","-","74","62.3","45","60.7"
"1079","2015","Orkney Islands","Walking (at least 30 min)","73.7","69.8","-","-","73.9","77.7","64.1","71.7"
"1080","2015","Perth & Kinross","Walking (at least 30 min)","69.6","81.6","-","-","*","84.1","62","75.8"
"1081","2015","Renfrewshire","Walking (at least 30 min)","56.3","59.5","-","-","62.7","61.5","48.4","58"
"1082","2015","Scotland","Walking (at least 30 min)","67.5","71","-","-","72.1","74.3","59.5","69.3"
"1083","2015","Scottish Borders","Walking (at least 30 min)","75.3","82","-","-","*","82.1","69.7","78.8"
"1084","2015","Shetland Islands","Walking (at least 30 min)","73.4","74.5","-","-","74.5","79.4","65.3","73.9"
"1085","2015","South Ayrshire","Walking (at least 30 min)","74.6","79.4","-","-","*","82.3","66.7","77.1"
"1086","2015","South Lanarkshire","Walking (at least 30 min)","67.7","70.2","-","-","68.1","76.1","60.3","69"
"1087","2015","Stirling","Walking (at least 30 min)","72","80.5","-","-","*","89.2","66.3","76.5"
"1088","2015","West Dunbartonshire","Walking (at least 30 min)","59.5","53.7","-","-","70.7","58.7","40.1","56.4"
"1089","2015","West Lothian","Walking (at least 30 min)","67.7","75","-","-","*","78.7","69.9","71.5"
"1090","2015","Aberdeen City","Swimming","18.1","15.3","-","-","19","21.5","3.8","16.7"
"1091","2015","Aberdeenshire","Swimming","14.2","11.6","-","-","23.4","12.4","4.5","12.9"
"1092","2015","Angus","Swimming","9.9","19.3","-","-","*","15.9","8.3","14.8"
"1093","2015","Argyll & Bute","Swimming","9.3","10.9","-","-","*","15.8","4.5","10.1"
"1094","2015","Clackmannanshire","Swimming","14.3","11.2","-","-","*","15.8","6.4","12.7"
"1095","2015","Dumfries & Galloway","Swimming","13.3","9.5","-","-","*","11.5","6.2","11.3"
"1096","2015","Dundee City","Swimming","17.6","17.8","-","-","21.4","21.8","7.2","17.7"
"1097","2015","East Ayrshire","Swimming","7.8","14.3","-","-","*","8.9","3.2","11.2"
"1098","2015","East Dunbartonshire","Swimming","21.3","16.8","-","-","*","21.4","11.1","19"
"1099","2015","East Lothian","Swimming","13.5","25.3","-","-","*","30.9","8.1","19.7"
"1100","2015","East Renfrewshire","Swimming","18.8","17.7","-","-","*","24.6","12","18.2"
"1101","2015","Edinburgh, City of","Swimming","22.7","24.2","-","-","27.3","27.1","12","23.4"
"1102","2015","Falkirk","Swimming","14.4","19.5","-","-","17.9","20.9","9.7","17"
"1103","2015","Fife","Swimming","11.9","19.5","-","-","21.2","18.3","7.6","15.9"
"1104","2015","Glasgow City","Swimming","13.2","16.6","-","-","16.5","15.7","10.7","14.9"
"1105","2015","Highland","Swimming","22.4","23.5","-","-","*","26","12.1","23"
"1106","2015","Inverclyde","Swimming","16.3","7.5","-","-","*","13.7","8.4","11.6"
"1107","2015","Midlothian","Swimming","17.6","30.7","-","-","*","33.6","7.5","24.5"
"1108","2015","Moray","Swimming","16.1","13.7","-","-","*","21.5","1.7","14.9"
"1109","2015","Na h-Eileanan Siar","Swimming","12.8","12.6","-","-","*","16.9","7.2","12.7"
"1110","2015","North Ayrshire","Swimming","11.9","13.8","-","-","26.7","12.5","2.7","12.9"
"1111","2015","North Lanarkshire","Swimming","17.7","19.5","-","-","32.4","15.2","9.8","18.6"
"1112","2015","Orkney Islands","Swimming","15","15.7","-","-","28.5","18","4.1","15.4"
"1113","2015","Perth & Kinross","Swimming","24.9","19","-","-","*","22.9","11.7","21.9"
"1114","2015","Renfrewshire","Swimming","17","11.7","-","-","14.7","15.4","12","14.2"
"1115","2015","Scotland","Swimming","15.6","18.2","-","-","21.9","19.2","8.8","17"
"1116","2015","Scottish Borders","Swimming","9","21.7","-","-","*","17.7","8","15.6"
"1117","2015","Shetland Islands","Swimming","13.2","17.5","-","-","20.7","16.8","8.2","15.3"
"1118","2015","South Ayrshire","Swimming","15","18.8","-","-","*","22.3","11.1","17"
"1119","2015","South Lanarkshire","Swimming","14.3","20.5","-","-","20.7","18.3","13.9","17.6"
"1120","2015","Stirling","Swimming","18.7","27.6","-","-","*","27.4","16","23.4"
"1121","2015","West Dunbartonshire","Swimming","14","13.5","-","-","13.1","20","6.1","13.7"
"1122","2015","West Lothian","Swimming","6","22.8","-","-","*","17.7","5.5","14.7"
"1123","2015","Aberdeen City","Keep fit","18.5","17.9","-","-","28.9","12","9.9","18.2"
"1124","2015","Aberdeenshire","Keep fit","6.2","15.9","-","-","15.1","14.2","3","11.1"
"1125","2015","Angus","Keep fit","3.7","20.1","-","-","*","9.5","9.9","12.2"
"1126","2015","Argyll & Bute","Keep fit","7.7","9.1","-","-","*","6.7","4.9","8.4"
"1127","2015","Clackmannanshire","Keep fit","8.2","15.1","-","-","*","11.4","9","11.7"
"1128","2015","Dumfries & Galloway","Keep fit","7.4","9.1","-","-","*","11.1","3.3","8.3"
"1129","2015","Dundee City","Keep fit","9.3","17","-","-","18.3","13.7","6","13.3"
"1130","2015","East Ayrshire","Keep fit","10.6","12.1","-","-","*","10.3","6.7","11.3"
"1131","2015","East Dunbartonshire","Keep fit","18.4","33.7","-","-","*","23.6","17","26.4"
"1132","2015","East Lothian","Keep fit","10.9","22.7","-","-","*","28","7.9","17.1"
"1133","2015","East Renfrewshire","Keep fit","12.8","24.1","-","-","*","18.6","13.3","18.8"
"1134","2015","Edinburgh, City of","Keep fit","13.9","20","-","-","20.7","16.2","12.7","17.1"
"1135","2015","Falkirk","Keep fit","8.5","19.2","-","-","28.2","11.3","4.6","14"
"1136","2015","Fife","Keep fit","5.5","15.8","-","-","13.8","15.2","2.3","10.9"
"1137","2015","Glasgow City","Keep fit","10","17.7","-","-","19.1","11.9","8.7","14"
"1138","2015","Highland","Keep fit","10.9","12.2","-","-","*","8.1","6.3","11.6"
"1139","2015","Inverclyde","Keep fit","16.4","17.1","-","-","*","16.7","8.8","16.8"
"1140","2015","Midlothian","Keep fit","9.8","13","-","-","*","14.3","8.1","11.5"
"1141","2015","Moray","Keep fit","13.7","15.5","-","-","*","11.5","7.7","14.6"
"1142","2015","Na h-Eileanan Siar","Keep fit","9.3","13.7","-","-","*","17","3.9","11.5"
"1143","2015","North Ayrshire","Keep fit","2.6","11.7","-","-","8.9","7","6.8","7.4"
"1144","2015","North Lanarkshire","Keep fit","11.1","12.6","-","-","19.9","10.6","5.7","11.9"
"1145","2015","Orkney Islands","Keep fit","6.6","15.8","-","-","18.2","16.2","1.6","11.3"
"1146","2015","Perth & Kinross","Keep fit","16.8","14.8","-","-","*","18.5","5.4","15.8"
"1147","2015","Renfrewshire","Keep fit","7.1","20.1","-","-","12.2","13.7","15.9","13.9"
"1148","2015","Scotland","Keep fit","10.1","16.8","-","-","19.4","13.6","7.7","13.6"
"1149","2015","Scottish Borders","Keep fit","2.6","10.4","-","-","*","5.3","10.1","6.7"
"1150","2015","Shetland Islands","Keep fit","15.2","14.7","-","-","27.4","14.8","3.8","14.9"
"1151","2015","South Ayrshire","Keep fit","12.5","22.3","-","-","*","17.3","16.5","17.7"
"1152","2015","South Lanarkshire","Keep fit","10.4","17.8","-","-","18.6","19.1","4.2","14.3"
"1153","2015","Stirling","Keep fit","10.2","19.6","-","-","*","17.4","6.8","15.1"
"1154","2015","West Dunbartonshire","Keep fit","4.8","13.8","-","-","17.8","9.7","1.8","9.6"
"1155","2015","West Lothian","Keep fit","8.2","16.7","-","-","*","11.9","11.8","12.6"
"1156","2015","Aberdeen City","MultiGym / Weight training","21.7","6.9","-","-","21.3","13.1","3.4","14.2"
"1157","2015","Aberdeenshire","MultiGym / Weight training","11.5","5.9","-","-","20.9","4.7","3.8","8.7"
"1158","2015","Angus","MultiGym / Weight training","18.3","4.9","-","-","*","10","0.7","11.3"
"1159","2015","Argyll & Bute","MultiGym / Weight training","13","6.2","-","-","*","8.3","0.5","9.5"
"1160","2015","Clackmannanshire","MultiGym / Weight training","14.9","9.8","-","-","*","8.5","1.3","12.3"
"1161","2015","Dumfries & Galloway","MultiGym / Weight training","9.7","4.6","-","-","*","8.2","2.6","7.1"
"1162","2015","Dundee City","MultiGym / Weight training","23.2","14.7","-","-","34.6","16.3","-","18.7"
"1163","2015","East Ayrshire","MultiGym / Weight training","10.8","5.7","-","-","*","7.1","1.2","8.2"
"1164","2015","East Dunbartonshire","MultiGym / Weight training","22.4","17.6","-","-","*","21.4","5","19.9"
"1165","2015","East Lothian","MultiGym / Weight training","12.6","4.4","-","-","*","11.8","4.8","8.3"
"1166","2015","East Renfrewshire","MultiGym / Weight training","20.8","5.3","-","-","*","18.1","2.7","12.5"
"1167","2015","Edinburgh, City of","MultiGym / Weight training","24.6","17","-","-","33.3","18.5","4.2","20.6"
"1168","2015","Falkirk","MultiGym / Weight training","11.9","16.1","-","-","31.8","11.3","1.4","14.1"
"1169","2015","Fife","MultiGym / Weight training","11.8","7.6","-","-","19.1","9.4","1.1","9.6"
"1170","2015","Glasgow City","MultiGym / Weight training","20.3","11.2","-","-","25.5","12.7","3","15.6"
"1171","2015","Highland","MultiGym / Weight training","12.3","4.4","-","-","*","5.5","2.4","8.2"
"1172","2015","Inverclyde","MultiGym / Weight training","21.3","7","-","-","*","13.2","2.3","13.7"
"1173","2015","Midlothian","MultiGym / Weight training","14.1","12.6","-","-","*","11.1","4.5","13.3"
"1174","2015","Moray","MultiGym / Weight training","17.2","7.7","-","-","*","7","3","12.4"
"1175","2015","Na h-Eileanan Siar","MultiGym / Weight training","6.8","5.5","-","-","*","9","2","6.1"
"1176","2015","North Ayrshire","MultiGym / Weight training","6.5","12.7","-","-","22.7","7.6","2.6","9.8"
"1177","2015","North Lanarkshire","MultiGym / Weight training","15.8","9.3","-","-","25.6","9.6","3.2","12.4"
"1178","2015","Orkney Islands","MultiGym / Weight training","15.3","3.8","-","-","15.2","12.8","2.3","9.5"
"1179","2015","Perth & Kinross","MultiGym / Weight training","21.9","6.5","-","-","*","19.9","4.3","13.9"
"1180","2015","Renfrewshire","MultiGym / Weight training","15.4","6.7","-","-","21.5","8.6","3.9","10.8"
"1181","2015","Scotland","MultiGym / Weight training","16.9","9.4","-","-","24.4","11.9","2.9","13"
"1182","2015","Scottish Borders","MultiGym / Weight training","5.3","3.1","-","-","*","4.3","-","4.2"
"1183","2015","Shetland Islands","MultiGym / Weight training","17.3","11.6","-","-","28.4","13.2","3.6","14.5"
"1184","2015","South Ayrshire","MultiGym / Weight training","14.5","5.2","-","-","*","14.6","4.1","9.6"
"1185","2015","South Lanarkshire","MultiGym / Weight training","19.3","12.7","-","-","25.5","16.7","6.6","15.9"
"1186","2015","Stirling","MultiGym / Weight training","20.3","3.9","-","-","*","12.2","2.7","11.7"
"1187","2015","West Dunbartonshire","MultiGym / Weight training","18.4","9.8","-","-","33.8","10.2","-","13.8"
"1188","2015","West Lothian","MultiGym / Weight training","19.5","10.1","-","-","*","17.8","2.5","14.6"
"1189","2015","Aberdeen City","Running / Jogging","17.7","10.7","-","-","24.1","12","-","14.1"
"1190","2015","Aberdeenshire","Running / Jogging","11.8","9.2","-","-","21.7","9.5","2.1","10.5"
"1191","2015","Angus","Running / Jogging","6.2","5.9","-","-","*","4.3","-","6.1"
"1192","2015","Argyll & Bute","Running / Jogging","11.2","7.7","-","-","*","12.7","-","9.4"
"1193","2015","Clackmannanshire","Running / Jogging","12.5","8.1","-","-","*","11.1","2.7","10.3"
"1194","2015","Dumfries & Galloway","Running / Jogging","8.6","10","-","-","*","12","1.6","9.4"
"1195","2015","Dundee City","Running / Jogging","17.6","9.7","-","-","26.8","7.3","3.2","13.5"
"1196","2015","East Ayrshire","Running / Jogging","9.7","8.6","-","-","*","8.9","-","9.1"
"1197","2015","East Dunbartonshire","Running / Jogging","24.5","12.2","-","-","*","21","2.2","18.1"
"1198","2015","East Lothian","Running / Jogging","13.6","18.4","-","-","*","21.8","1.3","16.1"
"1199","2015","East Renfrewshire","Running / Jogging","11.7","13.7","-","-","*","15.8","-","12.8"
"1200","2015","Edinburgh, City of","Running / Jogging","20.3","19.8","-","-","34.2","18.8","-","20.1"
"1201","2015","Falkirk","Running / Jogging","14.1","16","-","-","24.7","18.5","-","15.1"
"1202","2015","Fife","Running / Jogging","11.2","9.4","-","-","21.6","9.1","1.4","10.2"
"1203","2015","Glasgow City","Running / Jogging","14.5","10.2","-","-","21.2","9.3","1.8","12.3"
"1204","2015","Highland","Running / Jogging","15","11.4","-","-","*","15.9","1.5","13.2"
"1205","2015","Inverclyde","Running / Jogging","22.4","2.9","-","-","*","6.8","1","12.1"
"1206","2015","Midlothian","Running / Jogging","23.4","7.1","-","-","*","5.1","1.2","14.9"
"1207","2015","Moray","Running / Jogging","13.6","16.3","-","-","*","9.7","1","15"
"1208","2015","Na h-Eileanan Siar","Running / Jogging","9","6.6","-","-","*","14.1","1.5","7.8"
"1209","2015","North Ayrshire","Running / Jogging","8","8.5","-","-","15.2","9.8","0.8","8.3"
"1210","2015","North Lanarkshire","Running / Jogging","12.8","7.3","-","-","16.7","11.7","0.5","9.9"
"1211","2015","Orkney Islands","Running / Jogging","10","10.9","-","-","30.4","8.1","-","10.4"
"1212","2015","Perth & Kinross","Running / Jogging","22.6","12.5","-","-","*","19.3","1.4","17.4"
"1213","2015","Renfrewshire","Running / Jogging","15.3","4.5","-","-","15.6","12.3","-","9.6"
"1214","2015","Scotland","Running / Jogging","14.2","10.3","-","-","23.6","11.9","0.9","12.2"
"1215","2015","Scottish Borders","Running / Jogging","6.1","8.8","-","-","*","6.2","-","7.5"
"1216","2015","Shetland Islands","Running / Jogging","13.5","12.4","-","-","28.3","12.2","-","12.9"
"1217","2015","South Ayrshire","Running / Jogging","14.7","5.5","-","-","*","11.7","1.1","9.8"
"1218","2015","South Lanarkshire","Running / Jogging","12.2","5.4","-","-","17.5","9.2","0.4","8.7"
"1219","2015","Stirling","Running / Jogging","13.7","8.3","-","-","*","17.9","1.1","10.9"
"1220","2015","West Dunbartonshire","Running / Jogging","11","8.6","-","-","23.8","7.3","-","9.8"
"1221","2015","West Lothian","Running / Jogging","10.1","7.5","-","-","*","6.6","1.1","8.8"
"1222","2015","Aberdeen City","Cycling (at least 30 min)","17.9","8.1","-","-","17","15.4","1.2","13"
"1223","2015","Aberdeenshire","Cycling (at least 30 min)","17.1","11.6","-","-","22.3","15.2","6.1","14.3"
"1224","2015","Angus","Cycling (at least 30 min)","10","8.9","-","-","*","12.6","6.9","9.4"
"1225","2015","Argyll & Bute","Cycling (at least 30 min)","16.5","10.3","-","-","*","15","8.4","13.4"
"1226","2015","Clackmannanshire","Cycling (at least 30 min)","14.8","3.8","-","-","*","11.2","6","9.2"
"1227","2015","Dumfries & Galloway","Cycling (at least 30 min)","18.8","8.6","-","-","*","17.1","4.7","13.5"
"1228","2015","Dundee City","Cycling (at least 30 min)","17.5","5","-","-","16.6","12.7","0.8","11"
"1229","2015","East Ayrshire","Cycling (at least 30 min)","21.7","3.2","-","-","*","11","3.6","12.1"
"1230","2015","East Dunbartonshire","Cycling (at least 30 min)","20.5","8","-","-","*","16.5","4.6","13.9"
"1231","2015","East Lothian","Cycling (at least 30 min)","15.4","14.5","-","-","*","17.8","5.8","14.9"
"1232","2015","East Renfrewshire","Cycling (at least 30 min)","22.1","6.6","-","-","*","22.5","8.2","13.8"
"1233","2015","Edinburgh, City of","Cycling (at least 30 min)","20.2","13","-","-","21.2","19.3","4.8","16.5"
"1234","2015","Falkirk","Cycling (at least 30 min)","13.3","11","-","-","12.6","16.5","4.4","12.1"
"1235","2015","Fife","Cycling (at least 30 min)","13.6","5.7","-","-","9.8","11.4","6.5","9.5"
"1236","2015","Glasgow City","Cycling (at least 30 min)","14.9","7.7","-","-","12.2","15.4","1.6","11.2"
"1237","2015","Highland","Cycling (at least 30 min)","20.6","12.8","-","-","*","23.5","6.5","16.6"
"1238","2015","Inverclyde","Cycling (at least 30 min)","9.2","3.2","-","-","*","13.4","1.7","6.1"
