"","Year","Council","","1 - 20% most deprived","2","3","4","5 - 20% least deprived","All"
"333","2013","Angus","Golf","*","*","-","13.4","*","7.2"
"334","2013","Argyll & Bute","Golf","*","*","5.9","7.6","*","5.7"
"335","2013","Clackmannanshire","Golf","6.1","4.8","4.7","*","*","9"
"336","2013","Dumfries & Galloway","Golf","*","15.2","3.3","1.6","*","5.3"
"337","2013","Dundee City","Golf","5.7","7.5","*","*","*","9.1"
"338","2013","East Ayrshire","Golf","5.6","9","*","*","*","5.4"
"339","2013","East Dunbartonshire","Golf","*","*","*","*","18","13.8"
"340","2013","East Lothian","Golf","*","4.9","*","8.9","*","8.4"
"341","2013","East Renfrewshire","Golf","*","*","*","*","10.6","8.8"
"342","2013","Edinburgh, City of","Golf","1.5","7.2","4.3","3.8","12.2","7.7"
"343","2013","Falkirk","Golf","*","7.4","*","*","*","5.7"
"344","2013","Fife","Golf","5.1","6","7.6","7","9.4","7.1"
"345","2013","Glasgow City","Golf","3.5","3.1","4.1","3.1","9.8","4"
"346","2013","Highland","Golf","*","-","4.9","9.3","*","5.7"
"347","2013","Inverclyde","Golf","5.2","*","*","*","*","5.7"
"348","2013","Midlothian","Golf","*","1.7","8","4","*","5.3"
"349","2013","Moray","Golf","*","*","9","7.2","*","7.2"
"350","2013","Na h-Eileanan Siar","Golf","-","7.6","2.3","*","-","4"
"351","2013","North Ayrshire","Golf","6.2","5.1","*","*","*","9.2"
"352","2013","North Lanarkshire","Golf","2.5","7.2","10.1","*","*","6.9"
"353","2013","Orkney Islands","Golf","-","2.4","*","7.3","*","6.2"
"354","2013","Perth & Kinross","Golf","*","*","*","6.5","14.9","8"
"355","2013","Renfrewshire","Golf","4.3","4.6","7.8","*","*","6.2"
"356","2013","Scotland","Golf","4","5.6","5.9","7.1","11","6.7"
"357","2013","Scottish Borders","Golf","*","*","9.4","6.7","*","7.3"
"358","2013","Shetland Islands","Golf","-","*","-","5.9","*","3.2"
"359","2013","South Ayrshire","Golf","*","12.2","5.9","*","11","7.7"
"360","2013","South Lanarkshire","Golf","4.6","4.8","2.7","7.7","8","5.4"
"361","2013","Stirling","Golf","*","6.4","*","9.4","13.5","8.8"
"362","2013","West Dunbartonshire","Golf","3.9","7.7","5.4","*","*","5.3"
"363","2013","West Lothian","Golf","*","-","9.7","*","*","4.8"
"364","2013","Aberdeen City","Snooker / Billiards / Pool","*","10.7","7.7","*","3.6","8.4"
"365","2013","Aberdeenshire","Snooker / Billiards / Pool","*","*","7.8","5.5","1.4","4.9"
"366","2013","Angus","Snooker / Billiards / Pool","*","*","7.1","4.5","*","7.6"
"367","2013","Argyll & Bute","Snooker / Billiards / Pool","*","*","3.8","0.7","*","3.4"
"368","2013","Clackmannanshire","Snooker / Billiards / Pool","11.7","7.8","4.4","*","*","8"
"369","2013","Dumfries & Galloway","Snooker / Billiards / Pool","*","1.2","3.1","1.5","*","1.9"
"370","2013","Dundee City","Snooker / Billiards / Pool","7.7","11.4","*","*","*","7.9"
"371","2013","East Ayrshire","Snooker / Billiards / Pool","7.9","0.8","*","*","*","2.5"
"372","2013","East Dunbartonshire","Snooker / Billiards / Pool","*","*","*","*","9.1","6.8"
"373","2013","East Lothian","Snooker / Billiards / Pool","*","3.8","*","9","*","5.9"
"374","2013","East Renfrewshire","Snooker / Billiards / Pool","*","*","*","*","1.4","3"
"375","2013","Edinburgh, City of","Snooker / Billiards / Pool","7.2","6.3","7.6","3.4","2.8","4.7"
"376","2013","Falkirk","Snooker / Billiards / Pool","*","2.7","*","*","*","2.9"
"377","2013","Fife","Snooker / Billiards / Pool","2.5","13.7","4.7","4.9","3.8","5.9"
"378","2013","Glasgow City","Snooker / Billiards / Pool","6.2","3.9","8.8","9.9","3.7","6.4"
"379","2013","Highland","Snooker / Billiards / Pool","*","0.8","1.4","3.9","*","3.6"
"380","2013","Inverclyde","Snooker / Billiards / Pool","5.6","*","*","*","*","6.5"
"381","2013","Midlothian","Snooker / Billiards / Pool","*","8.3","16.3","12.3","*","10.4"
"382","2013","Moray","Snooker / Billiards / Pool","*","*","7.2","6.8","*","8.7"
"383","2013","Na h-Eileanan Siar","Snooker / Billiards / Pool","-","5.5","5.8","*","-","5.6"
"384","2013","North Ayrshire","Snooker / Billiards / Pool","5.1","5.5","*","*","*","5.7"
"385","2013","North Lanarkshire","Snooker / Billiards / Pool","5.9","4.9","5.2","*","*","5.5"
"386","2013","Orkney Islands","Snooker / Billiards / Pool","-","13.2","*","6.9","*","8.9"
"387","2013","Perth & Kinross","Snooker / Billiards / Pool","*","*","*","1.6","3.9","8"
"388","2013","Renfrewshire","Snooker / Billiards / Pool","9.8","8.9","2.5","*","*","6.3"
"389","2013","Scotland","Snooker / Billiards / Pool","6.8","6.1","5.9","5.4","4","5.6"
"390","2013","Scottish Borders","Snooker / Billiards / Pool","*","*","11.1","6.1","*","7.1"
"391","2013","Shetland Islands","Snooker / Billiards / Pool","-","*","4.5","10.1","*","7.3"
"392","2013","South Ayrshire","Snooker / Billiards / Pool","*","6.8","4.3","*","6","6.9"
"393","2013","South Lanarkshire","Snooker / Billiards / Pool","2.8","1.9","5.6","4.3","0.5","3"
"394","2013","Stirling","Snooker / Billiards / Pool","*","12.8","*","5.8","3.9","6.3"
"395","2013","West Dunbartonshire","Snooker / Billiards / Pool","8.9","5.8","10.7","*","*","8.6"
"396","2013","West Lothian","Snooker / Billiards / Pool","*","3.3","5.8","*","*","4.6"
"397","2013","Aberdeen City","Bowls","*","3.3","6.1","*","2.8","3.5"
"398","2013","Aberdeenshire","Bowls","*","*","6","3","4.9","4.1"
"399","2013","Angus","Bowls","*","*","0.9","3.2","*","2.6"
"400","2013","Argyll & Bute","Bowls","*","*","2.4","4","*","3.4"
"401","2013","Clackmannanshire","Bowls","6.5","1.9","-","*","*","3.2"
"402","2013","Dumfries & Galloway","Bowls","*","-","2.7","0.7","*","1.3"
"403","2013","Dundee City","Bowls","-","2.3","*","*","*","0.6"
"404","2013","East Ayrshire","Bowls","2.4","5.9","*","*","*","3.3"
"405","2013","East Dunbartonshire","Bowls","*","*","*","*","1.1","0.6"
"406","2013","East Lothian","Bowls","*","-","*","2.7","*","2.2"
"407","2013","East Renfrewshire","Bowls","*","*","*","*","2.1","2.6"
"408","2013","Edinburgh, City of","Bowls","4.5","3.8","2.2","0.9","1.3","2.1"
"409","2013","Falkirk","Bowls","*","4.2","*","*","*","1.6"
"410","2013","Fife","Bowls","0.5","2.6","0.9","2.3","0.9","1.5"
"411","2013","Glasgow City","Bowls","2.9","2","4.5","5.1","3.8","3.3"
"412","2013","Highland","Bowls","*","0.8","4.2","2.9","*","2.6"
"413","2013","Inverclyde","Bowls","5.5","*","*","*","*","4.9"
"414","2013","Midlothian","Bowls","*","1.5","1.4","3.1","*","1.9"
"415","2013","Moray","Bowls","*","*","1","4.8","*","2.5"
"416","2013","Na h-Eileanan Siar","Bowls","-","-","1.2","*","-","0.8"
"417","2013","North Ayrshire","Bowls","0.6","-","*","*","*","1.8"
"418","2013","North Lanarkshire","Bowls","2","2","4.5","*","*","2.1"
"419","2013","Orkney Islands","Bowls","-","1.5","*","2.3","*","1.7"
"420","2013","Perth & Kinross","Bowls","*","*","*","2.9","-","1.4"
"421","2013","Renfrewshire","Bowls","-","-","5.3","*","*","1.8"
"422","2013","Scotland","Bowls","2.1","2.5","3.3","2.6","2.3","2.6"
"423","2013","Scottish Borders","Bowls","*","*","1.8","5.8","*","3.1"
"424","2013","Shetland Islands","Bowls","-","*","3.9","2.6","*","2.9"
"425","2013","South Ayrshire","Bowls","*","3.7","1.9","*","9.7","3.9"
"426","2013","South Lanarkshire","Bowls","0.5","3.4","2.3","2.4","1.8","2.1"
"427","2013","Stirling","Bowls","*","0.8","*","3.2","2","2.1"
"428","2013","West Dunbartonshire","Bowls","6.1","2.2","4.5","*","*","4.3"
"429","2013","West Lothian","Bowls","*","8.9","11.3","*","*","6"
"430","2013","Aberdeen City","Other","*","5","5.2","*","12.6","10.1"
"431","2013","Aberdeenshire","Other","*","*","1.6","14.7","9","9.1"
"432","2013","Angus","Other","*","*","11.7","6","*","8.2"
"433","2013","Argyll & Bute","Other","*","*","11","13.6","*","12"
"434","2013","Clackmannanshire","Other","7.5","13","10.1","*","*","9.5"
"435","2013","Dumfries & Galloway","Other","*","10.9","11.1","2.2","*","8"
"436","2013","Dundee City","Other","6.1","12.3","*","*","*","12.8"
"437","2013","East Ayrshire","Other","4.3","2.6","*","*","*","5.7"
"438","2013","East Dunbartonshire","Other","*","*","*","*","17.8","15.4"
"439","2013","East Lothian","Other","*","5.7","*","20.1","*","11"
"440","2013","East Renfrewshire","Other","*","*","*","*","10.9","16.4"
"441","2013","Edinburgh, City of","Other","8","13.3","10.9","11","18.7","14.3"
"442","2013","Falkirk","Other","*","2.8","*","*","*","5.7"
"443","2013","Fife","Other","1.9","4.3","13.3","12.6","13.4","9.3"
"444","2013","Glasgow City","Other","4.7","8","6.1","12.9","8.7","6.8"
"445","2013","Highland","Other","*","18","22.3","12.4","*","14.9"
"446","2013","Inverclyde","Other","4.8","*","*","*","*","6.6"
"447","2013","Midlothian","Other","*","3.5","2","11.9","*","9.6"
"448","2013","Moray","Other","*","*","12","11.8","*","11.9"
"449","2013","Na h-Eileanan Siar","Other","-","12.4","10.4","*","-","10.7"
"450","2013","North Ayrshire","Other","9.2","11.4","*","*","*","9.4"
"451","2013","North Lanarkshire","Other","3.3","6","3.4","*","*","4.3"
"452","2013","Orkney Islands","Other","-","22","*","28.5","*","26.9"
"453","2013","Perth & Kinross","Other","*","*","*","8.7","16.8","10.1"
"454","2013","Renfrewshire","Other","2.2","6.8","11.9","*","*","8.6"
"455","2013","Scotland","Other","4.9","8.1","9","13","13.3","9.7"
"456","2013","Scottish Borders","Other","*","*","12.5","15.7","*","11.1"
"457","2013","Shetland Islands","Other","-","*","9.4","17.5","*","15.3"
"458","2013","South Ayrshire","Other","*","4.6","12","*","7.3","8.1"
"459","2013","South Lanarkshire","Other","3.3","10.9","4.8","11","12.9","8.5"
"460","2013","Stirling","Other","*","17","*","16.9","18.3","16.9"
"461","2013","West Dunbartonshire","Other","2.5","6.3","1.9","*","*","5.4"
"462","2013","West Lothian","Other","*","4.1","8.1","*","*","8"
"463","2013","Aberdeen City","None","*","35.7","29.8","*","13.5","23.8"
"464","2013","Aberdeenshire","None","*","*","16.2","27.6","12.7","19.7"
"465","2013","Angus","None","*","*","30.1","19","*","23.8"
"466","2013","Argyll & Bute","None","*","*","37","18.3","*","26.9"
"467","2013","Clackmannanshire","None","24.7","22.4","13.6","*","*","21.8"
"468","2013","Dumfries & Galloway","None","*","17.2","16","38.4","*","24.3"
"469","2013","Dundee City","None","24","25.5","*","*","*","21.7"
"470","2013","East Ayrshire","None","32.6","34.1","*","*","*","27.1"
"471","2013","East Dunbartonshire","None","*","*","*","*","12.4","21"
"472","2013","East Lothian","None","*","33.5","*","13.5","*","22.4"
"473","2013","East Renfrewshire","None","*","*","*","*","10.6","15.8"
"474","2013","Edinburgh, City of","None","19.3","22","21.9","15.4","11.2","16"
"475","2013","Falkirk","None","*","33.9","*","*","*","22.6"
"476","2013","Fife","None","34.1","28.6","27.7","19.5","14.1","24.6"
"477","2013","Glasgow City","None","26.9","30.3","21.6","14.9","20.4","24.8"
"478","2013","Highland","None","*","20.5","20.5","7.8","*","17.6"
"479","2013","Inverclyde","None","40.3","*","*","*","*","27.8"
"480","2013","Midlothian","None","*","39","11.9","31.2","*","28.3"
"481","2013","Moray","None","*","*","21.3","13.4","*","17.3"
"482","2013","Na h-Eileanan Siar","None","-","22.5","25.6","*","-","24.7"
"483","2013","North Ayrshire","None","27","23.3","*","*","*","22.9"
"484","2013","North Lanarkshire","None","33.1","27.8","22.5","*","*","24.7"
"485","2013","Orkney Islands","None","-","20.5","*","16.8","*","17.2"
"486","2013","Perth & Kinross","None","*","*","*","14.4","17.8","15.7"
"487","2013","Renfrewshire","None","44.6","18.6","23.3","*","*","27.2"
"488","2013","Scotland","None","28.6","27.2","22.2","17.8","14.1","21.9"
"489","2013","Scottish Borders","None","*","*","13.6","20.1","*","18"
"490","2013","Shetland Islands","None","-","*","16.7","19.2","*","17.7"
"491","2013","South Ayrshire","None","*","30.4","25.4","*","16","22.4"
"492","2013","South Lanarkshire","None","27.2","28","20.6","15.8","14.8","21.7"
"493","2013","Stirling","None","*","9.1","*","8.4","10.1","10.7"
"494","2013","West Dunbartonshire","None","28.4","25.4","29","*","*","25"
"495","2013","West Lothian","None","*","33.2","15.3","*","*","21.5"
"496","2013","Aberdeen City","Base","40","70","50","40","110","310"
"497","2013","Aberdeenshire","Base","10","20","80","100","90","300"
"498","2013","Angus","Base","20","40","60","70","30","220"
"499","2013","Argyll & Bute","Base","30","40","90","70","20","250"
"500","2013","Clackmannanshire","Base","70","60","60","50","40","280"
"501","2013","Dumfries & Galloway","Base","20","50","90","60","20","230"
"502","2013","Dundee City","Base","100","50","20","30","40","250"
"503","2013","East Ayrshire","Base","50","70","20","20","30","190"
"504","2013","East Dunbartonshire","Base","10","50","20","50","130","250"
"505","2013","East Lothian","Base","10","60","50","70","40","230"
"506","2013","East Renfrewshire","Base","20","30","20","40","140","260"
"507","2013","Edinburgh, City of","Base","90","110","120","120","320","750"
"508","2013","Falkirk","Base","30","70","40","50","40","240"
"509","2013","Fife","Base","100","110","110","100","90","510"
"510","2013","Glasgow City","Base","470","160","120","100","70","910"
"511","2013","Highland","Base","30","60","90","90","20","300"
"512","2013","Inverclyde","Base","120","30","30","30","30","250"
"513","2013","Midlothian","Base","20","70","50","60","40","240"
"514","2013","Moray","Base","0","30","100","90","30","250"
"515","2013","Na h-Eileanan Siar","Base","-","100","170","10","-","280"
"516","2013","North Ayrshire","Base","100","60","30","40","30","240"
"517","2013","North Lanarkshire","Base","150","120","80","50","30","430"
"518","2013","Orkney Islands","Base","-","60","50","160","10","280"
"519","2013","Perth & Kinross","Base","20","30","40","110","60","270"
"520","2013","Renfrewshire","Base","80","50","60","40","50","270"
"521","2013","Scotland","Base","1890","2020","2150","2100","1760","9920"
"522","2013","Scottish Borders","Base","10","40","90","100","10","250"
"523","2013","Shetland Islands","Base","-","10","100","140","20","260"
"524","2013","South Ayrshire","Base","40","70","50","30","60","250"
"525","2013","South Lanarkshire","Base","90","100","90","60","70","420"
"526","2013","Stirling","Base","20","50","30","80","60","240"
"527","2013","West Dunbartonshire","Base","100","80","60","20","10","270"
"528","2013","West Lothian","Base","50","70","50","50","40","250"
"529","2014","Aberdeen City","Any sport incl. walking","*","74.4","80.4","*","88.8","80.4"
"530","2014","Aberdeenshire","Any sport incl. walking","*","*","72.8","75.9","81.1","75.1"
"531","2014","Angus","Any sport incl. walking","*","72.7","79.8","86.7","*","79.7"
"532","2014","Argyll & Bute","Any sport incl. walking","*","76.3","70","77.1","*","73.1"
"533","2014","Clackmannanshire","Any sport incl. walking","60.7","76.2","90.6","*","*","77.6"
"534","2014","Dumfries & Galloway","Any sport incl. walking","*","75.3","67.1","75.9","*","70.7"
"535","2014","Dundee City","Any sport incl. walking","72.3","78","*","*","*","76.1"
"536","2014","East Ayrshire","Any sport incl. walking","68.1","77.5","*","*","*","76"
"537","2014","East Dunbartonshire","Any sport incl. walking","*","*","*","*","87.9","84.8"
"538","2014","East Lothian","Any sport incl. walking","*","*","*","85.9","*","81.5"
"539","2014","East Renfrewshire","Any sport incl. walking","*","*","*","*","78.7","75.8"
"540","2014","Edinburgh, City of","Any sport incl. walking","70.2","82.4","89.4","85.3","87.9","84.7"
"541","2014","Falkirk","Any sport incl. walking","*","71.5","77.1","*","*","73.7"
"542","2014","Fife","Any sport incl. walking","76.7","71.4","85.1","84.2","82.9","80"
"543","2014","Glasgow City","Any sport incl. walking","72.7","81.9","81.5","86.8","86.6","78.2"
"544","2014","Highland","Any sport incl. walking","*","66.3","80.6","76.2","*","75.6"
"545","2014","Inverclyde","Any sport incl. walking","60.3","*","*","*","*","74.4"
"546","2014","Midlothian","Any sport incl. walking","*","66.1","*","*","*","80"
"547","2014","Moray","Any sport incl. walking","*","*","73.2","81.2","*","77.5"
"548","2014","Na h-Eileanan Siar","Any sport incl. walking","-","80.4","77","*","-","78.4"
"549","2014","North Ayrshire","Any sport incl. walking","70.5","79.2","*","*","*","78.6"
"550","2014","North Lanarkshire","Any sport incl. walking","73.9","69.6","68.9","75.9","*","72.6"
"551","2014","Orkney Islands","Any sport incl. walking","-","78.2","*","84.9","*","82.6"
"552","2014","Perth & Kinross","Any sport incl. walking","*","*","*","82.7","91.2","81.1"
"553","2014","Renfrewshire","Any sport incl. walking","67.4","*","*","*","*","76.3"
"554","2014","Scotland","Any sport incl. walking","70.8","73.2","78.9","81.7","84.2","77.8"
"555","2014","Scottish Borders","Any sport incl. walking","*","*","74.8","77.5","*","75.2"
"556","2014","Shetland Islands","Any sport incl. walking","-","*","78.5","84.6","*","80.8"
"557","2014","South Ayrshire","Any sport incl. walking","*","80.1","*","*","*","84.1"
"558","2014","South Lanarkshire","Any sport incl. walking","60.9","69.7","83","81.8","80.3","74.8"
"559","2014","Stirling","Any sport incl. walking","*","78.5","*","87.7","96.7","87.6"
"560","2014","West Dunbartonshire","Any sport incl. walking","67.5","69.6","69.9","*","*","71.4"
"561","2014","West Lothian","Any sport incl. walking","*","58.5","*","*","*","72.1"
"562","2014","Aberdeen City","Any sport excl. walking","*","42.1","67.9","*","67","57.2"
"563","2014","Aberdeenshire","Any sport excl. walking","*","*","54.1","39.3","49.9","46.7"
"564","2014","Angus","Any sport excl. walking","*","42.1","48.8","56.8","*","51.1"
"565","2014","Argyll & Bute","Any sport excl. walking","*","46","47.6","53.9","*","50.2"
